Agency Type,Destination,Net Sales,Commision (in value),Age,Claim
Travel Agency,MALAYSIA,10,0,48,No
Travel Agency,THAILAND,10,0,47,No
Travel Agency,UNITED KINGDOM,11,0,36,No
Travel Agency,CZECH REPUBLIC,22,0,36,No
Travel Agency,INDONESIA,10,0,36,No
Travel Agency,INDIA,10,0,43,No
Travel Agency,THAILAND,10,0,29,No
Travel Agency,INDIA,25,0,36,No
Travel Agency,CHILE,31,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",10,0,31,No
Travel Agency,INDONESIA,36,0,36,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,INDONESIA,10,0,46,No
Travel Agency,VIET NAM,13,0,46,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,11,0,36,No
Travel Agency,SINGAPORE,31,0,36,No
Travel Agency,JAPAN,31,0,28,No
Travel Agency,KENYA,28,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",69,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",20,0,36,No
Travel Agency,SINGAPORE,26,0,36,No
Travel Agency,THAILAND,15,0,44,No
Travel Agency,HONG KONG,40,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",34,0,36,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,JAPAN,24,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,HONG KONG,80,0,36,No
Travel Agency,JAPAN,24,0,36,No
Travel Agency,PHILIPPINES,11,0,36,No
Travel Agency,THAILAND,13,0,36,No
Travel Agency,NEW ZEALAND,11,0,36,No
Travel Agency,CHINA,24,0,36,No
Travel Agency,HONG KONG,28,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,10,0,24,No
Travel Agency,CANADA,75,0,50,No
Travel Agency,SINGAPORE,21,0,36,No
Travel Agency,JAPAN,53,0,36,No
Travel Agency,CHINA,14,0,36,No
Travel Agency,VIET NAM,12,0,29,No
Travel Agency,SINGAPORE,64,0,36,No
Travel Agency,MALAYSIA,10,0,35,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,UNITED STATES,69,0,46,No
Travel Agency,NEW ZEALAND,50,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,SINGAPORE,12,0,40,No
Travel Agency,GERMANY,14,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",20,0,36,No
Travel Agency,JAPAN,16,0,36,No
Travel Agency,CAMBODIA,15,0,51,No
Travel Agency,UNITED STATES,22,0,47,No
Travel Agency,INDIA,20,0,32,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",25,0,36,No
Travel Agency,UNITED KINGDOM,0,0,36,No
Travel Agency,PHILIPPINES,24,0,36,No
Travel Agency,SINGAPORE,20,0,30,No
Travel Agency,SINGAPORE,20,0,30,No
Travel Agency,SINGAPORE,69,0,36,No
Travel Agency,PHILIPPINES,25,0,36,No
Travel Agency,UNITED STATES,20,0,31,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,CHINA,88,0,36,No
Travel Agency,CHINA,27,0,36,No
Travel Agency,INDONESIA,20,0,36,No
Airlines,INDIA,116,46.4,118,No
Airlines,INDIA,39,15.6,118,No
Airlines,BRUNEI DARUSSALAM,15,6,37,No
Airlines,BRUNEI DARUSSALAM,15,6,41,No
Airlines,SINGAPORE,0.19,0.05,48,No
Airlines,SINGAPORE,14.35,4.02,48,No
Airlines,SINGAPORE,3.65,1.02,48,No
Airlines,SINGAPORE,3.65,1.02,48,No
Airlines,SINGAPORE,1.13,0.32,48,No
Airlines,PHILIPPINES,30,10.5,46,No
Airlines,HONG KONG,22,7.7,45,No
Airlines,CHINA,26,9.1,42,No
Airlines,MYANMAR,33,11.55,29,No
Airlines,HONG KONG,35,12.25,58,No
Airlines,CHINA,40,14,29,No
Airlines,"KOREA, REPUBLIC OF",69,24.15,24,No
Airlines,MYANMAR,33,11.55,21,No
Airlines,HONG KONG,26,9.1,21,No
Airlines,PHILIPPINES,52,18.2,43,No
Airlines,SRI LANKA,26,9.1,49,No
Airlines,HONG KONG,22,7.7,36,No
Airlines,PHILIPPINES,22,7.7,33,No
Airlines,CHINA,26,9.1,39,No
Airlines,MALAYSIA,22,7.7,53,No
Airlines,THAILAND,22,7.7,52,No
Airlines,PHILIPPINES,47,16.45,39,No
Airlines,THAILAND,18,6.3,39,No
Airlines,CHINA,35,12.25,54,No
Airlines,PHILIPPINES,37,12.95,46,No
Airlines,HONG KONG,26,9.1,46,No
Airlines,CHINA,26,9.1,44,No
Airlines,THAILAND,30,10.5,48,No
Airlines,THAILAND,30,10.5,41,No
Airlines,THAILAND,22,7.7,32,No
Airlines,"TAIWAN, PROVINCE OF CHINA",35,12.25,36,No
Airlines,VIET NAM,18,6.3,63,No
Airlines,HONG KONG,26,9.1,39,No
Airlines,MALAYSIA,22,7.7,43,No
Airlines,MALAYSIA,18,6.3,54,No
Airlines,THAILAND,18,6.3,49,No
Airlines,AUSTRALIA,45,15.75,41,No
Travel Agency,THAILAND,29,9.57,80,No
Travel Agency,THAILAND,29,9.57,83,No
Travel Agency,THAILAND,29,9.57,85,No
Airlines,MALAYSIA,13,4.55,48,No
Airlines,SINGAPORE,13,4.55,48,No
Airlines,PHILIPPINES,13.14,4.6,48,No
Airlines,SINGAPORE,23,5.75,29,No
Airlines,SINGAPORE,0,11.5,60,No
Airlines,SINGAPORE,291.75,72.94,53,Yes
Airlines,SINGAPORE,216.75,54.19,73,No
Travel Agency,CANADA,138.6,83.16,42,No
Travel Agency,SWITZERLAND,69.3,41.58,31,No
Travel Agency,AUSTRALIA,59.4,35.64,49,No
Travel Agency,MALAYSIA,19.8,11.88,48,No
Travel Agency,GERMANY,99,59.4,31,No
Travel Agency,UNITED KINGDOM,89.1,53.46,51,No
Travel Agency,AUSTRALIA,39.6,23.76,31,Yes
Travel Agency,THAILAND,19.8,11.88,28,No
Travel Agency,AUSTRALIA,79.2,47.52,51,No
Travel Agency,ITALY,29.7,17.82,35,No
Travel Agency,MALAYSIA,39.6,23.76,31,No
Travel Agency,SWITZERLAND,69.3,41.58,40,No
Travel Agency,ITALY,59.4,35.64,41,No
Travel Agency,THAILAND,59.4,35.64,44,No
Travel Agency,MALAYSIA,0,29.7,27,No
Travel Agency,MALAYSIA,29.7,17.82,24,No
Travel Agency,AUSTRALIA,9.9,5.94,31,No
Travel Agency,THAILAND,19.8,11.88,26,No
Travel Agency,GERMANY,9.9,5.94,51,No
Travel Agency,SWITZERLAND,39.6,23.76,26,No
Travel Agency,MALAYSIA,0,17.82,26,No
Travel Agency,AUSTRALIA,79.2,47.52,44,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,CANADA,106,0,26,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,CHINA,35,0,36,No
Travel Agency,UNITED STATES,81,0,47,No
Travel Agency,SINGAPORE,108,0,36,No
Travel Agency,INDONESIA,30,0,36,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,INDONESIA,20,0,44,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,CHINA,31,0,36,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",47,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",50,0,36,No
Travel Agency,MALAYSIA,44,0,36,No
Travel Agency,UNITED STATES,88,0,28,No
Travel Agency,THAILAND,25,0,36,No
Travel Agency,SINGAPORE,48,0,36,No
Travel Agency,MALAYSIA,20,0,32,No
Travel Agency,NETHERLANDS,20,0,36,No
Travel Agency,MALDIVES,65,0,36,No
Travel Agency,PHILIPPINES,0,0,36,No
Travel Agency,UNITED STATES,88,0,36,No
Travel Agency,THAILAND,28,0,36,No
Travel Agency,TURKEY,110,0,36,No
Travel Agency,JAPAN,54,0,36,No
Travel Agency,MYANMAR,20,0,36,No
Travel Agency,AUSTRALIA,50,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,CHINA,38,0,36,No
Travel Agency,NETHERLANDS,112,0,36,No
Travel Agency,INDONESIA,20,0,45,No
Travel Agency,PHILIPPINES,34,0,36,No
Travel Agency,MALAYSIA,20,0,57,No
Travel Agency,BRUNEI DARUSSALAM,34,0,36,No
Travel Agency,GERMANY,68,0,36,No
Travel Agency,CHINA,31,0,36,No
Travel Agency,JAPAN,69,0,46,No
Travel Agency,GERMANY,111,0,36,No
Travel Agency,CAMBODIA,20,0,36,No
Travel Agency,THAILAND,51,0,36,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,THAILAND,35,0,27,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,MALAYSIA,12,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",47,0,36,No
Travel Agency,CHINA,20,0,36,No
Travel Agency,THAILAND,35,0,28,No
Travel Agency,PHILIPPINES,14,0,23,No
Travel Agency,INDIA,23,0,36,No
Travel Agency,SPAIN,23,0,36,No
Travel Agency,INDIA,23,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,SINGAPORE,23,0,36,No
Travel Agency,CANADA,80,0,25,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,VIET NAM,12,0,36,No
Travel Agency,MALAYSIA,10,0,34,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,JAPAN,54,0,36,No
Travel Agency,UNITED KINGDOM,80,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",24,0,36,No
Travel Agency,UNITED STATES,14,0,28,No
Travel Agency,CHINA,24,0,36,No
Travel Agency,SINGAPORE,0,0,36,No
Travel Agency,MALAYSIA,10,0,83,No
Travel Agency,CHINA,62,0,36,No
Travel Agency,UNITED STATES,56,0,42,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,INDIA,16,0,36,No
Travel Agency,MYANMAR,10,0,36,No
Travel Agency,NEW ZEALAND,50,0,36,No
Travel Agency,MYANMAR,10,0,36,No
Travel Agency,UNITED KINGDOM,90,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",19,0,36,No
Travel Agency,INDONESIA,13,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",16,0,36,No
Travel Agency,CHINA,29,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,PHILIPPINES,13,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,MALAYSIA,11,0,26,No
Travel Agency,AUSTRALIA,11,0,36,No
Travel Agency,JAPAN,45,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,ITALY,78,0,36,No
Travel Agency,PHILIPPINES,18,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",29,0,36,No
Travel Agency,VIET NAM,12,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,JAPAN,0,0,36,No
Travel Agency,THAILAND,45,0,71,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,SINGAPORE,13,0,36,No
Travel Agency,CROATIA,80,0,36,No
Travel Agency,UNITED STATES,80,0,37,No
Travel Agency,INDONESIA,12,0,33,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",104,0,36,No
Travel Agency,CHINA,27,0,36,No
Travel Agency,CHINA,27,0,36,No
Travel Agency,CHINA,27,0,36,No
Travel Agency,CYPRUS,112,0,36,No
Travel Agency,CYPRUS,112,0,36,No
Travel Agency,SINGAPORE,105,0,36,No
Travel Agency,MALAYSIA,20,0,56,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,JAPAN,27,0,36,No
Travel Agency,UNITED STATES,20,0,23,No
Travel Agency,CHINA,34,0,36,No
Travel Agency,PHILIPPINES,20,0,36,No
Airlines,INDIA,31,12.4,118,No
Airlines,SINGAPORE,1.13,0.32,48,No
Airlines,SINGAPORE,1.13,0.32,48,No
Airlines,SINGAPORE,21.35,5.98,48,Yes
Airlines,MYANMAR,33,11.55,56,No
Airlines,MYANMAR,52,18.2,27,No
Airlines,HONG KONG,26,9.1,30,No
Airlines,THAILAND,22,7.7,47,No
Airlines,THAILAND,18,6.3,58,No
Airlines,MALAYSIA,18,6.3,57,No
Airlines,ITALY,49,17.15,49,No
Airlines,PHILIPPINES,30,10.5,51,No
Airlines,CHINA,35,12.25,30,No
Airlines,CHINA,26,9.1,55,No
Airlines,CHINA,22,7.7,34,No
Airlines,MALAYSIA,0,10.5,30,No
Airlines,MYANMAR,52,18.2,49,No
Airlines,CHINA,56,19.6,49,No
Airlines,THAILAND,18,6.3,57,No
Airlines,CAMBODIA,22,7.7,51,No
Airlines,CHINA,35,12.25,50,No
Airlines,"KOREA, REPUBLIC OF",58,20.3,29,No
Travel Agency,MALAYSIA,0,14.44,118,No
Travel Agency,MALAYSIA,29.7,17.82,45,No
Travel Agency,NEW ZEALAND,19.8,11.88,33,No
Travel Agency,AUSTRALIA,49.5,29.7,53,No
Travel Agency,FRANCE,59.4,35.64,69,No
Travel Agency,THAILAND,39.6,23.76,40,No
Travel Agency,THAILAND,29.7,17.82,34,No
Travel Agency,AUSTRALIA,138.6,83.16,23,No
Travel Agency,FRANCE,0,124.74,31,No
Travel Agency,FRANCE,69.3,41.58,31,No
Travel Agency,MALAYSIA,19.8,11.88,31,No
Travel Agency,AUSTRALIA,69.3,41.58,31,No
Travel Agency,THAILAND,29.7,17.82,36,No
Travel Agency,AUSTRALIA,59.4,35.64,36,No
Travel Agency,AUSTRALIA,39.6,23.76,31,No
Travel Agency,NEW ZEALAND,9.9,5.94,37,No
Travel Agency,ICELAND,79.2,47.52,31,No
Travel Agency,AUSTRALIA,0,23.76,57,No
Travel Agency,HONG KONG,30,0,36,No
Travel Agency,CHINA,31,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",47,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,MALAYSIA,20,0,41,No
Travel Agency,AUSTRALIA,39,0,36,No
Travel Agency,INDONESIA,24,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",40,0,36,No
Travel Agency,SWITZERLAND,112,0,36,No
Travel Agency,CHINA,46,0,36,No
Travel Agency,SINGAPORE,31,0,36,No
Travel Agency,CHINA,56,0,36,No
Travel Agency,CHINA,40,0,36,No
Travel Agency,AUSTRIA,101,0,36,No
Travel Agency,THAILAND,21,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,THAILAND,32,0,29,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,INDONESIA,33,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",20,0,36,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,IRELAND,74,0,36,No
Travel Agency,THAILAND,25,0,36,No
Travel Agency,AUSTRALIA,40,0,36,No
Travel Agency,HONG KONG,21,0,36,No
Travel Agency,FRANCE,95,0,36,No
Travel Agency,JAPAN,26,0,36,No
Travel Agency,VIET NAM,27,0,36,No
Travel Agency,AUSTRALIA,51,0,36,No
Travel Agency,SINGAPORE,20,0,37,No
Travel Agency,THAILAND,20,0,38,No
Travel Agency,CHINA,37,0,36,No
Travel Agency,THAILAND,20,0,28,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,UNITED KINGDOM,67,0,36,No
Travel Agency,INDONESIA,31,0,41,No
Travel Agency,MALAYSIA,20,0,35,No
Travel Agency,SINGAPORE,33,0,36,No
Travel Agency,SOUTH AFRICA,63,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,MALAYSIA,11,0,27,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,MYANMAR,11,0,36,No
Travel Agency,UNITED STATES,30,0,61,No
Travel Agency,THAILAND,24,0,36,No
Travel Agency,UNITED KINGDOM,54,0,36,No
Travel Agency,CAMBODIA,21,0,36,No
Travel Agency,JAPAN,31,0,36,No
Travel Agency,UNITED KINGDOM,21,0,36,No
Travel Agency,CHINA,26,0,36,No
Travel Agency,FRANCE,41,0,36,No
Travel Agency,AUSTRALIA,26,0,36,No
Travel Agency,MALAYSIA,11,0,26,No
Travel Agency,PHILIPPINES,12,0,68,No
Travel Agency,JAPAN,27,0,36,No
Travel Agency,SINGAPORE,15,0,33,No
Travel Agency,SINGAPORE,15,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,MALAYSIA,10,0,42,No
Travel Agency,UNITED KINGDOM,48,0,36,No
Travel Agency,SINGAPORE,67,0,36,No
Travel Agency,JAPAN,62,0,36,No
Travel Agency,MALAYSIA,10,0,61,No
Travel Agency,RUSSIAN FEDERATION,34,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",60,0,36,No
Travel Agency,AUSTRALIA,21,0,36,No
Travel Agency,CHINA,19,0,36,No
Travel Agency,CANADA,80,0,35,No
Travel Agency,THAILAND,15,0,36,No
Travel Agency,HONG KONG,10,0,36,No
Travel Agency,PHILIPPINES,14,0,36,No
Travel Agency,INDONESIA,11,0,36,No
Travel Agency,VIET NAM,14,0,36,No
Travel Agency,INDONESIA,15,0,58,No
Travel Agency,AUSTRALIA,40,0,36,No
Travel Agency,INDONESIA,10,0,26,No
Travel Agency,INDIA,10,0,36,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,JAPAN,33,0,36,No
Travel Agency,UNITED STATES,0,0,28,No
Travel Agency,AUSTRALIA,30,0,36,No
Travel Agency,JAPAN,47,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,THAILAND,26,0,31,No
Travel Agency,AUSTRALIA,37,0,36,No
Travel Agency,HONG KONG,15,0,36,No
Travel Agency,INDONESIA,10,0,30,No
Travel Agency,INDONESIA,25,0,36,No
Travel Agency,MALAYSIA,37,0,22,No
Travel Agency,CHINA,17,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",44,0,36,No
Travel Agency,KENYA,128,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",32,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,PHILIPPINES,12,0,39,No
Travel Agency,INDONESIA,10,0,27,No
Travel Agency,PHILIPPINES,14,0,36,No
Travel Agency,VIET NAM,18,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",52,0,36,No
Travel Agency,SINGAPORE,49,0,36,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,PHILIPPINES,20,0,34,No
Travel Agency,UNITED STATES,22,0,30,No
Travel Agency,MALAYSIA,20,0,41,No
Travel Agency,CHINA,32,0,36,No
Travel Agency,MALAYSIA,20,0,58,No
Airlines,INDIA,95,38,118,No
Airlines,INDIA,78,31.2,118,No
Airlines,INDIA,31,12.4,118,No
Travel Agency,GERMANY,86,32.68,48,No
Airlines,BRUNEI DARUSSALAM,23,9.2,61,No
Airlines,BRUNEI DARUSSALAM,15,6,62,No
Airlines,BRUNEI DARUSSALAM,23,9.2,52,No
Airlines,SINGAPORE,0.32,0.09,48,No
Airlines,SINGAPORE,9.13,2.56,48,No
Airlines,THAILAND,18,6.3,51,No
Airlines,VIET NAM,22,7.7,63,No
Airlines,"TAIWAN, PROVINCE OF CHINA",26,9.1,31,No
Airlines,INDONESIA,18,6.3,31,No
Airlines,MALAYSIA,18,6.3,60,No
Airlines,INDONESIA,22,7.7,33,No
Airlines,MALAYSIA,18,6.3,43,No
Airlines,"KOREA, REPUBLIC OF",26,9.1,49,No
Airlines,AUSTRALIA,26,9.1,36,No
Airlines,AUSTRALIA,26,9.1,66,No
Airlines,INDONESIA,47,16.45,38,No
Airlines,THAILAND,22,7.7,26,No
Airlines,PHILIPPINES,33,11.55,34,No
Airlines,PHILIPPINES,42,14.7,31,No
Airlines,HONG KONG,35,12.25,68,No
Airlines,AUSTRALIA,35,12.25,54,No
Airlines,INDIA,26,9.1,28,No
Airlines,HONG KONG,26,9.1,47,No
Airlines,"TAIWAN, PROVINCE OF CHINA",26,9.1,53,No
Airlines,PHILIPPINES,47,16.45,54,No
Airlines,MYANMAR,52,18.2,20,No
Airlines,PHILIPPINES,37,12.95,56,No
Airlines,"KOREA, REPUBLIC OF",26,9.1,24,No
Airlines,PHILIPPINES,18,6.3,34,No
Airlines,"KOREA, REPUBLIC OF",35,12.25,15,No
Airlines,UNITED KINGDOM,87,30.45,21,No
Airlines,NEPAL,26,9.1,38,No
Airlines,MALAYSIA,18,6.3,35,No
Airlines,JAPAN,69,24.15,26,No
Airlines,JAPAN,44,15.4,118,No
Airlines,SINGAPORE,20.25,5.06,46,No
Airlines,SINGAPORE,70.5,17.63,28,No
Airlines,SINGAPORE,50.25,12.56,36,No
Airlines,SINGAPORE,176.25,44.06,21,No
Airlines,SINGAPORE,216.75,54.19,78,No
Airlines,SINGAPORE,291.75,72.94,34,No
Airlines,SINGAPORE,291.75,72.94,72,No
Travel Agency,AUSTRALIA,49.5,29.7,31,No
Travel Agency,UNITED KINGDOM,168.3,100.98,31,No
Travel Agency,MALAYSIA,9.9,5.94,27,No
Travel Agency,FRANCE,39.6,23.76,49,No
Travel Agency,NETHERLANDS,49.5,29.7,35,No
Travel Agency,MALAYSIA,39.6,23.76,45,No
Travel Agency,THAILAND,39.6,23.76,37,No
Travel Agency,AUSTRALIA,79.2,47.52,31,No
Travel Agency,AUSTRALIA,99,59.4,39,No
Travel Agency,AUSTRALIA,99,59.4,31,No
Travel Agency,THAILAND,29.7,17.82,46,No
Travel Agency,SWITZERLAND,39.6,23.76,31,No
Travel Agency,UNITED KINGDOM,29.7,17.82,31,No
Travel Agency,UNITED STATES,99,59.4,26,No
Travel Agency,NETHERLANDS,49.5,29.7,65,No
Travel Agency,UNITED KINGDOM,108.9,65.34,44,No
Travel Agency,UNITED STATES,99,59.4,57,No
Travel Agency,FINLAND,29.7,17.82,63,No
Travel Agency,THAILAND,9.9,5.94,28,No
Travel Agency,ITALY,59.4,35.64,41,No
Travel Agency,JAPAN,49.5,29.7,28,No
Travel Agency,UNITED STATES,118.8,71.28,36,No
Travel Agency,AUSTRALIA,79.2,47.52,42,No
Travel Agency,MALAYSIA,39.6,23.76,42,No
Travel Agency,AUSTRIA,59.4,35.64,26,No
Travel Agency,UNITED STATES,19.8,11.88,49,No
Travel Agency,AUSTRALIA,29.7,17.82,31,No
Travel Agency,CZECH REPUBLIC,0,5.94,32,No
Travel Agency,THAILAND,29.7,17.82,38,No
Travel Agency,AUSTRALIA,59.4,35.64,31,No
Travel Agency,UNITED KINGDOM,49.5,29.7,26,No
Travel Agency,AUSTRALIA,49.5,29.7,48,No
Travel Agency,"KOREA, REPUBLIC OF",70,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",69,0,36,No
Travel Agency,CAMBODIA,20,0,36,No
Travel Agency,HONG KONG,28,0,36,No
Travel Agency,CAMBODIA,31,0,36,No
Travel Agency,UNITED ARAB EMIRATES,41,0,36,No
Travel Agency,JAPAN,59,0,36,No
Travel Agency,CAMBODIA,24,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,PHILIPPINES,26,0,36,No
Travel Agency,VIET NAM,29,0,36,No
Travel Agency,AUSTRALIA,44,0,36,No
Travel Agency,FRANCE,90,0,36,No
Travel Agency,CHINA,32,0,36,No
Travel Agency,INDONESIA,28,0,36,No
Travel Agency,PHILIPPINES,22,0,36,No
Travel Agency,CHINA,44,0,36,No
Travel Agency,CHINA,44,0,36,No
Travel Agency,HONG KONG,23,0,27,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,CHINA,38,0,36,No
Travel Agency,HONG KONG,24,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,MALAYSIA,20,0,58,No
Travel Agency,HONG KONG,20,0,31,No
Travel Agency,UNITED KINGDOM,112,0,36,No
Travel Agency,BRUNEI DARUSSALAM,34,0,36,No
Travel Agency,PHILIPPINES,20,0,38,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,JAPAN,26,0,36,Yes
Travel Agency,MALAYSIA,20,0,63,No
Travel Agency,THAILAND,25,0,36,No
Travel Agency,MALAYSIA,23,0,59,No
Travel Agency,HONG KONG,27,0,36,No
Travel Agency,UNITED STATES,83,0,46,No
Travel Agency,SINGAPORE,22,0,69,No
Travel Agency,THAILAND,21,0,36,No
Travel Agency,MALAYSIA,20,0,47,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,CHINA,53,0,36,No
Travel Agency,ITALY,119,0,36,No
Travel Agency,CHINA,20,0,36,No
Travel Agency,THAILAND,35,0,36,No
Travel Agency,INDONESIA,59,0,36,No
Travel Agency,SINGAPORE,63,0,36,No
Travel Agency,ITALY,68,0,36,No
Travel Agency,SINGAPORE,33,0,26,No
Travel Agency,QATAR,48,0,36,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,HONG KONG,21,0,58,No
Travel Agency,SINGAPORE,112,0,36,No
Travel Agency,MYANMAR,22,0,36,No
Travel Agency,VIET NAM,20,0,60,No
Travel Agency,CHINA,40,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,JAPAN,49,0,36,No
Travel Agency,CHINA,0,0,36,No
Travel Agency,VIET NAM,32,0,48,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",28,0,36,No
Travel Agency,CHINA,19,0,36,No
Travel Agency,CHINA,19,0,36,No
Travel Agency,THAILAND,10,0,74,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,SINGAPORE,12,0,37,No
Travel Agency,VIET NAM,10,0,44,No
Travel Agency,"KOREA, REPUBLIC OF",26,0,36,No
Travel Agency,UNITED STATES,12,0,52,No
Travel Agency,INDIA,10,0,36,No
Travel Agency,INDIA,18,0,36,No
Travel Agency,SINGAPORE,10,0,79,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,INDIA,10,0,36,No
Travel Agency,MYANMAR,10,0,36,No
Travel Agency,JAPAN,32,0,36,No
Travel Agency,CHINA,16,0,36,No
Travel Agency,MALAYSIA,10,0,74,No
Travel Agency,INDIA,10,0,62,No
Travel Agency,MALAYSIA,48,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,HONG KONG,12,0,36,No
Travel Agency,PHILIPPINES,13,0,56,No
Travel Agency,UNITED STATES,53,0,28,No
Travel Agency,CAMBODIA,18,0,36,No
Travel Agency,UNITED STATES,80,0,38,No
Travel Agency,CANADA,80,0,29,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,JAPAN,54,0,36,No
Travel Agency,INDIA,16,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,JAPAN,16,0,36,No
Travel Agency,MYANMAR,0,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",22,0,36,No
Travel Agency,UNITED STATES,80,0,64,No
Travel Agency,CANADA,64,0,22,No
Travel Agency,INDONESIA,12,0,25,No
Travel Agency,CHINA,24,0,36,No
